Date,Open,High,Low,Close,Volume
2025-11-21 21:00:00,84209.30000000,84650.00000000,83464.96000000,84571.20000000,1215.11568000
2025-11-21 22:00:00,84571.19000000,85416.66000000,84351.51000000,85182.14000000,1186.55255000
2025-11-21 23:00:00,85182.14000000,85404.24000000,84267.25000000,84284.42000000,887.57484000
2025-11-22 00:00:00,84284.43000000,85353.03000000,84121.38000000,85129.43000000,999.05049000
2025-11-22 01:00:00,85129.42000000,85620.00000000,84571.13000000,84739.93000000,982.89986000
2025-11-22 02:00:00,84739.92000000,85205.87000000,84588.75000000,85174.28000000,708.20070000
2025-11-22 03:00:00,85174.28000000,85205.87000000,84285.71000000,84528.99000000,623.12435000
2025-11-22 04:00:00,84529.00000000,84611.35000000,84212.39000000,84440.47000000,608.99066000
2025-11-22 05:00:00,84440.48000000,84548.30000000,83832.91000000,84246.88000000,757.03562000
2025-11-22 06:00:00,84246.89000000,84316.08000000,83868.53000000,84280.92000000,609.94979000
2025-11-22 07:00:00,84280.92000000,84799.54000000,84080.00000000,84636.00000000,514.75646000
2025-11-22 08:00:00,84636.00000000,84672.01000000,84400.00000000,84580.06000000,336.57657000
2025-11-22 09:00:00,84580.06000000,84586.62000000,83935.95000000,84016.77000000,579.11003000
2025-11-22 10:00:00,84016.77000000,84343.91000000,83666.00000000,83929.52000000,1402.34324000
2025-11-22 11:00:00,83929.53000000,84211.50000000,83500.00000000,83693.25000000,755.24683000
2025-11-22 12:00:00,83693.26000000,84343.91000000,83592.45000000,84098.94000000,605.75819000
2025-11-22 13:00:00,84098.94000000,84160.80000000,83620.16000000,83884.00000000,632.74648000
2025-11-22 14:00:00,83884.01000000,84132.09000000,83653.12000000,83947.89000000,450.38850000
2025-11-22 15:00:00,83947.89000000,84755.83000000,83935.12000000,84494.40000000,1054.86190000
2025-11-22 16:00:00,84494.40000000,84577.99000000,84014.39000000,84284.01000000,530.44756000
2025-11-22 17:00:00,84284.01000000,84899.00000000,84219.62000000,84694.66000000,525.46062000
2025-11-22 18:00:00,84694.65000000,84724.58000000,84423.98000000,84554.20000000,357.93738000
2025-11-22 19:00:00,84554.20000000,84678.38000000,84480.66000000,84659.79000000,243.98434000
2025-11-22 20:00:00,84659.80000000,84790.79000000,84510.53000000,84609.76000000,223.69917000
2025-11-22 21:00:00,84609.77000000,84808.22000000,84244.51000000,84474.41000000,274.86848000
2025-11-22 22:00:00,84474.41000000,84510.54000000,84237.70000000,84411.30000000,269.03241000
2025-11-22 23:00:00,84411.31000000,85260.00000000,84269.04000000,85072.88000000,648.28851000
2025-11-23 00:00:00,85072.87000000,85178.00000000,84670.56000000,84739.74000000,498.22498000
2025-11-23 01:00:00,84739.75000000,85325.94000000,84667.57000000,84971.74000000,789.42586000
2025-11-23 02:00:00,84971.74000000,86184.60000000,84950.97000000,85879.83000000,1247.13601000
2025-11-23 03:00:00,85879.83000000,86349.84000000,85689.36000000,86000.34000000,1316.75776000
2025-11-23 04:00:00,86000.34000000,86308.55000000,85820.68000000,86308.54000000,650.83168000
2025-11-23 05:00:00,86308.54000000,86860.00000000,86150.61000000,86548.20000000,1045.11387000
2025-11-23 06:00:00,86548.19000000,86593.68000000,86004.85000000,86358.28000000,592.93532000
2025-11-23 07:00:00,86358.27000000,86500.00000000,85864.68000000,85864.68000000,546.56485000
2025-11-23 08:00:00,85864.69000000,85911.72000000,85420.00000000,85782.19000000,728.39953000
2025-11-23 09:00:00,85782.18000000,86196.94000000,85768.22000000,86137.19000000,554.48769000
2025-11-23 10:00:00,86137.18000000,86465.24000000,86080.02000000,86393.02000000,427.24227000
2025-11-23 11:00:00,86393.03000000,86452.00000000,86058.96000000,86066.23000000,429.62501000
2025-11-23 12:00:00,86066.24000000,86421.00000000,85814.92000000,86331.28000000,676.04860000
2025-11-23 13:00:00,86331.28000000,86892.00000000,86271.10000000,86530.04000000,917.48707000
2025-11-23 14:00:00,86530.04000000,86934.00000000,86318.98000000,86928.31000000,646.33455000
2025-11-23 15:00:00,86928.30000000,87200.00000000,86482.98000000,86547.40000000,1148.29527000
2025-11-23 16:00:00,86547.40000000,87244.51000000,86451.90000000,87087.44000000,759.24987000
2025-11-23 17:00:00,87087.44000000,87500.00000000,86670.23000000,86685.60000000,1449.15860000
2025-11-23 18:00:00,86685.59000000,86957.45000000,86502.47000000,86746.51000000,752.54839000
2025-11-23 19:00:00,86746.52000000,87259.58000000,86724.78000000,86995.02000000,584.09609000
2025-11-23 20:00:00,86995.02000000,87689.47000000,86938.60000000,87325.01000000,926.15432000
2025-11-23 21:00:00,87325.01000000,87694.68000000,87233.63000000,87483.36000000,726.71996000
2025-11-23 22:00:00,87483.37000000,88000.00000000,87150.00000000,87992.02000000,647.97774000
2025-11-23 23:00:00,87992.03000000,88127.64000000,87554.23000000,88004.00000000,806.41047000
2025-11-24 00:00:00,88004.01000000,88086.96000000,86701.54000000,86830.00000000,1365.46340000
2025-11-24 01:00:00,86830.00000000,87211.33000000,85946.65000000,86740.64000000,1392.29093000
2025-11-24 02:00:00,86740.64000000,87091.31000000,86399.99000000,87068.51000000,958.30504000
2025-11-24 03:00:00,87068.51000000,88059.44000000,87025.01000000,87518.22000000,1290.41003000
2025-11-24 04:00:00,87518.23000000,87788.00000000,87200.69000000,87460.02000000,677.15494000
2025-11-24 05:00:00,87460.03000000,87600.00000000,86450.00000000,86738.37000000,878.95809000
2025-11-24 06:00:00,86738.36000000,87837.57000000,86675.82000000,87468.29000000,753.25217000
2025-11-24 07:00:00,87468.28000000,87518.06000000,86819.98000000,86910.78000000,801.38580000
2025-11-24 08:00:00,86910.77000000,87350.00000000,86700.00000000,87050.39000000,842.74354000
2025-11-24 09:00:00,87050.39000000,87050.39000000,86724.78000000,86961.51000000,563.07997000
2025-11-24 10:00:00,86961.50000000,86961.50000000,85825.84000000,85944.91000000,1224.17260000
2025-11-24 11:00:00,85944.91000000,86190.00000000,85696.56000000,86049.74000000,1106.37218000
2025-11-24 12:00:00,86049.74000000,86433.93000000,85840.00000000,86264.72000000,590.88464000
2025-11-24 13:00:00,86264.71000000,86318.00000000,85888.00000000,86003.00000000,776.50309000
2025-11-24 14:00:00,86003.00000000,86573.99000000,85947.91000000,86160.00000000,774.74433000
2025-11-24 15:00:00,86159.84000000,86660.01000000,85272.00000000,86171.14000000,1629.59791000
2025-11-24 16:00:00,86171.22000000,86741.50000000,85913.44000000,86616.44000000,1454.66429000
2025-11-24 17:00:00,86616.44000000,87700.00000000,86616.43000000,87174.50000000,1597.98070000
2025-11-24 18:00:00,87174.50000000,88550.68000000,86950.51000000,88369.91000000,1714.18113000
2025-11-24 19:00:00,88369.91000000,88732.25000000,88200.00000000,88715.31000000,1475.20510000
2025-11-24 20:00:00,88715.30000000,88834.62000000,88115.16000000,88327.29000000,1216.54554000
2025-11-24 21:00:00,88327.29000000,89228.00000000,88327.29000000,89089.06000000,1349.46746000
2025-11-24 22:00:00,89089.06000000,89132.00000000,88720.97000000,88766.15000000,601.72645000
2025-11-24 23:00:00,88766.15000000,89091.96000000,88598.00000000,88636.54000000,522.98122000
2025-11-25 00:00:00,88636.54000000,88690.00000000,88252.50000000,88300.01000000,470.52080000
2025-11-25 01:00:00,88300.01000000,88300.01000000,87864.63000000,88100.00000000,784.64286000
2025-11-25 02:00:00,88100.00000000,88223.85000000,87719.67000000,87732.83000000,590.37213000
2025-11-25 03:00:00,87732.84000000,87942.26000000,87457.53000000,87909.40000000,661.24658000
2025-11-25 04:00:00,87909.41000000,88048.78000000,87553.84000000,87822.12000000,470.13692000
2025-11-25 05:00:00,87822.12000000,88519.99000000,87790.17000000,88341.14000000,559.30233000
2025-11-25 06:00:00,88341.14000000,88341.14000000,87937.46000000,88120.82000000,385.97584000
2025-11-25 07:00:00,88120.83000000,88149.01000000,87802.09000000,88003.97000000,428.04120000
2025-11-25 08:00:00,88003.97000000,88069.96000000,87300.00000000,87384.81000000,1659.28548000
2025-11-25 09:00:00,87384.81000000,87606.57000000,86993.20000000,87009.82000000,1030.08593000
2025-11-25 10:00:00,87009.82000000,87243.57000000,86666.00000000,87231.76000000,1365.38754000
2025-11-25 11:00:00,87231.76000000,87430.00000000,86950.01000000,87411.01000000,529.77845000
2025-11-25 12:00:00,87411.00000000,87535.98000000,87310.00000000,87361.71000000,476.85969000
2025-11-25 13:00:00,87361.71000000,87792.20000000,87361.71000000,87509.99000000,719.39885000
2025-11-25 14:00:00,87510.00000000,87731.20000000,86870.50000000,87083.01000000,953.98515000
2025-11-25 15:00:00,87083.00000000,87298.35000000,86116.00000000,86741.55000000,1997.11968000
2025-11-25 16:00:00,86741.55000000,87300.00000000,86200.00000000,86988.94000000,1227.12482000
2025-11-25 17:00:00,86988.93000000,87291.00000000,86712.35000000,87121.31000000,678.88146000
