Date,Open,High,Low,Close,Volume,SMA_20,SMA_50,EMA_12,EMA_26
2026-05-27 03:00:00,75877.44,75888.0,75865.71,75888.0,8.60053,75926.3225,75917.2426,75918.59174316934,75919.57171236901
2026-05-27 03:01:00,75888.0,75890.59,75872.0,75872.5,1.94709,75924.9475,75913.809,75911.50070575868,75916.0849188602
2026-05-27 03:02:00,75872.5,75872.51,75836.52,75836.53,2.97996,75921.7655,75909.087,75899.96675102657,75910.19196190759
2026-05-27 03:03:00,75836.52,75844.89,75764.0,75840.42,34.42539,75918.172,75904.4672,75890.8057124071,75905.02366843296
2026-05-27 03:04:00,75840.42,75865.83,75840.41,75865.82,3.99755,75918.313,75900.2472,75886.96175665216,75902.11969299348
2026-05-27 03:05:00,75865.83,75865.83,75828.8,75828.81,2.05852,75916.4815,75896.1126,75878.01533255183,75896.68934536433
2026-05-27 03:06:00,75828.81,75833.67,75828.8,75833.66,2.24844,75913.038,75892.2788,75871.19143523616,75892.02050496697
2026-05-27 03:07:00,75833.67,75833.67,75782.3,75782.3,4.84311,75903.55299999999,75887.7502,75857.51582981521,75883.8930601546
2026-05-27 03:08:00,75782.31,75790.4,75781.22,75790.4,7.39143,75894.5715,75884.7276,75847.19031753595,75876.96764829129
2026-05-27 03:09:00,75790.4,75790.4,75788.14,75788.15,3.78631,75885.475,75882.6732,75838.10719176118,75870.38856323267
2026-05-27 03:10:00,75788.15,75788.15,75781.23,75781.24,2.25656,75877.0025,75881.018,75829.3583930287,75863.78496595618
2026-05-27 03:11:00,75781.24,75781.24,75781.23,75781.24,6.86299,75868.257,75880.0426,75821.95556333197,75857.6705240335
2026-05-27 03:12:00,75781.24,75815.8,75781.23,75815.8,8.86669,75860.447,75879.2072,75821.00855358859,75854.56900373472
2026-05-27 03:13:00,75815.8,75815.8,75789.85,75789.85,7.77459,75852.31450000001,75878.0044,75816.21492995958,75849.77500345808
2026-05-27 03:14:00,75789.86,75811.94,75789.85,75811.94,9.69976,75845.211,75876.9632,75815.55724842733,75846.97241060933
2026-05-27 03:15:00,75811.94,75830.78,75811.93,75830.02,9.05392,75838.9165,75876.2834,75817.78228713082,75845.71667649012
2026-05-27 03:16:00,75830.02,75830.02,75820.0,75820.01,2.79436,75832.3165,75875.3238,75818.12501218761,75843.81247823159
2026-05-27 03:17:00,75820.0,75820.01,75794.93,75794.93,9.5113,75826.02,75873.94219999999,75814.55654877413,75840.19155391814
