Date,Open,High,Low,Close,Volume,SMA_20,SMA_50,EMA_12,EMA_26
2026-05-25 13:42:00,77354.32,77354.33,77354.32,77354.33,3.09702,,,77354.33,77354.33
2026-05-25 13:43:00,77354.33,77358.47,77354.32,77358.46,6.51061,,,77354.96538461538,77354.63592592593
2026-05-25 13:44:00,77358.47,77358.47,77358.46,77358.46,0.74406,,,77355.50301775147,77354.91919067217
2026-05-25 13:45:00,77358.46,77358.47,77305.41,77322.43,16.04621,,,77350.41486117431,77352.51258395571
2026-05-25 13:46:00,77322.43,77331.2,77320.27,77320.28,3.00613,,,77345.77872868595,77350.12498514418
2026-05-25 13:47:00,77320.27,77320.28,77309.16,77309.6,2.43787,,,77340.21277042657,77347.12313439276
2026-05-25 13:48:00,77309.59,77311.79,77299.53,77311.79,2.58923,,,77335.8400365148,77344.5058651785
2026-05-25 13:49:00,77311.79,77337.47,77311.79,77337.47,3.28006,,,77336.0908001279,77343.98468998008
2026-05-25 13:50:00,77337.47,77337.47,77330.89,77330.9,6.38857,,,77335.29221549284,77343.01545368525
2026-05-25 13:51:00,77330.89,77337.47,77330.89,77337.47,1.39338,,,77335.62725926317,77342.60467933818
2026-05-25 13:52:00,77337.47,77359.71,77337.46,77359.7,2.60607,,,77339.33075783806,77343.8709993872
2026-05-25 13:53:00,77359.7,77372.91,77359.7,77372.02,1.11842,,,77344.35987201682,77345.9561105437
2026-05-25 13:54:00,77372.03,77401.5,77372.02,77398.85,1.7156,,,77352.74296862962,77349.87417642935
2026-05-25 13:55:00,77398.86,77419.85,77398.85,77419.85,8.05981,,,77363.06712730198,77355.05757076791
2026-05-25 13:56:00,77419.84,77440.46,77414.0,77440.45,6.44841,,,77374.97218464014,77361.38293589621
2026-05-25 13:57:00,77440.46,77440.46,77409.03,77409.03,4.0866,,,77380.21184854166,77364.91234805204
2026-05-25 13:58:00,77409.04,77409.04,77388.16,77388.16,2.95543,,,77381.4346410737,77366.63439634448
2026-05-25 13:59:00,77388.17,77388.17,77367.98,77367.98,2.70915,,,77379.36469629314,77366.73407068934
2026-05-25 14:00:00,77367.98,77367.99,77345.84,77345.86,3.52734,,,77374.21012763266,77365.18784323087
2026-05-25 14:01:00,77345.86,77376.64,77345.85,77376.64,2.80629,77360.9865,,77374.58395415072,77366.03615113969
2026-05-25 14:02:00,77376.64,77398.22,77376.64,77389.46,3.52314,77362.74299999999,,77376.87257658907,77367.77125105527
2026-05-25 14:03:00,77389.47,77394.16,77384.22,77394.16,2.83026,77364.528,,77379.53218019076,77369.72597319933
2026-05-25 14:04:00,77394.16,77418.01,77394.15,77418.01,3.77301,77367.5055,,77385.45184477679,77373.30256777715
2026-05-25 14:05:00,77418.01,77418.01,77406.41,77417.99,4.19965,77372.2835,,77390.45771481113,77376.6127479418
2026-05-25 14:06:00,77417.98,77450.0,77417.98,77438.64,4.30228,77378.2015,,77397.87037407096,77381.20735920538
2026-05-25 14:07:00,77438.65,77438.65,77436.18,77436.18,2.45863,77384.5305,,77403.76416267542,77385.27940667165
2026-05-25 14:08:00,77436.19,77439.83,77436.18,77439.82,0.70555,77390.932,,77409.31121457151,77389.3194506219
2026-05-25 14:09:00,77439.82,77439.83,77415.03,77415.04,2.15758,77394.81049999999,,77410.1925661759,77391.22467650176
2026-05-25 14:10:00,77415.04,77415.04,77410.53,77410.53,0.78582,77398.792,,77410.24447907192,77392.65470046458
2026-05-25 14:11:00,77410.54,77410.54,77371.65,77371.66,5.33279,77400.5015,,77404.30840536855,77391.0995374672
2026-05-25 14:12:00,77371.66,77371.66,77324.0,77324.01,2.60839,77398.717,,77391.9548045426,77386.12994209927
2026-05-25 14:13:00,77324.0,77327.2,77324.0,77327.19,2.44745,77396.4755,,77381.99098845913,77381.76402046229
2026-05-25 14:14:00,77327.2,77327.2,77318.73,77323.81,3.76459,77392.7235,,77373.04006715772,77377.47113005767
2026-05-25 14:15:00,77323.81,77323.81,77318.73,77318.74,0.97509,77387.66799999999,,77364.68621067192,77373.12067597933
2026-05-25 14:16:00,77318.73,77355.74,77318.73,77354.39,7.51277,77383.365,,77363.10217826086,77371.73321849939
2026-05-25 14:17:00,77354.38,77354.39,77354.38,77354.39,0.79263,77380.633,,77361.7618431438,77370.44853564758
2026-05-25 14:18:00,77354.39,77354.39,77314.0,77314.0,4.08947,77376.925,,77354.41386727552,77366.26716263665
2026-05-25 14:19:00,77314.01,77314.01,77302.06,77302.06,1.52951,77373.629,,77346.35942615621,77361.51107651542
2026-05-25 14:20:00,77302.06,77316.76,77286.5,77316.76,4.97261,77372.174,,77341.80566828602,77358.19618195873
2026-05-25 14:21:00,77316.76,77347.74,77316.75,77347.73,1.84796,77370.7285,,77342.71710393432,77357.42090922105
2026-05-25 14:22:00,77347.74,77347.74,77344.0,77344.0,2.53716,77368.45550000001,,77342.91447255982,77356.42676779727
2026-05-25 14:23:00,77344.01,77344.01,77334.64,77334.64,1.50067,77365.47949999999,,77341.64147678138,77354.81293314561
2026-05-25 14:24:00,77334.64,77343.91,77334.64,77343.9,1.6302,77361.774,,77341.98894189193,77354.00456772742
